Typename,Index,Change to Last Day,Movement,Heimatar,Metropolis,Molden Heath,Jita
Minerals,,,,,,,
Tritanium,2.42,-1.6%,28845445051,2.44,2.39,2.39,2.50
Pyerite,4.67,-8.9%,6311906311,4.78,4.34,4.18,4.87
Mexallon,25.76,-0.9%,1806918622,26.23,24.57,22.76,27.57
Isogen,50.36,-2.0%,319389274,51.37,47.80,44.97,52.28
Nocxium,119.63,-29.9%,94578177,124.79,106.30,120.51,118.93
Zydrine,1089.98,+4.6%,22673074,1087.81,1096.93,1211.43,1007.10
Megacyte,2258.06,-6.6%,10330371,2270.79,2227.73,2552.64,2223.25
Morphite,4361.63,+2.7%,502689,4408.83,4315.78,5185.01,4152.29
,,,,,,,
Salvage Materials,,,,,,,
Alloyed Tritanium Bar,123964.69,-1.2%,141958,124006.58,123750.49,124000.32,129974.89
Armor Plates,228010.09,-0.4%,110269,229758.06,223343.65,218328.61,230139.70
Broken Drone Transceiver,76.51,-72.5%,58251,84.59,39.19,100.00,315.53
Burned Logic Circuit,30560.31,-0.8%,428240,30828.30,29949.42,28988.69,31755.12
Charred Micro Circuit,152.95,-3.2%,407122,147.43,206.38,104.72,433.16
Conductive Polymer,120.15,-91.7%,27777,157.84,52.69,100.50,315.10
Contaminated Lorentz Fluid,368.83,-74.2%,97834,377.95,131.93,100.00,317.56
Contaminated Nanite Compound,2829.97,+3.4%,137834,3027.45,2100.35,114.67,2976.18
Damaged Artificial Neural Network,152.96,-17.6%,34161,163.28,160.66,400.00,366.26
Defective Current Pump,161.37,-1.9%,35869,158.36,196.78,100.00,347.01
Fried Interface Circuit,4727.28,-0.7%,420055,4861.98,4495.84,3697.28,4964.70
Malfunctioning Shield Emitter,260.98,+12.2%,78311,310.65,122.06,100.00,374.36
Melted Capacitor Console,91889.97,+2.4%,39892,92193.81,87315.49,87041.04,85435.74
Scorched Telemetry Processor,106.35,-53.0%,28553,97.87,121.67,100.00,341.31
Smashed Trigger Unit,179.66,+17.6%,226108,211.27,66.00,100.00,323.47
Tangled Power Conduit,257.76,+1.3%,30320,258.28,270.03,120.06,336.78
Thruster Console,93.21,+13.7%,60738,100.86,62.58,100.00,330.29
Tripped Power Circuit,51565.29,+2.8%,415798,52285.07,48985.36,48297.60,53016.51
Ward Console,27060.90,-6.2%,43084,27849.97,26576.27,25000.02,25256.87
,,,,,,,
Tech 2 Salvage Materials,,,,,,,
Artificial Neural Network,5432.37,+122.9%,326,7656.04,1284.22,1711.60,6700.12
Capacitor Console,18829508.21,+6.2%,169,19307811.38,17117059.73,11263161.64,19836161.21
Conductive Thermoplastic,10040.59,-42.7%,104,12973.24,5722.36,3001.08,17595.51
Current Pump,8939.96,+23.2%,63,10911.07,850.71,3445.77,42003.16
Drone Transceiver,5161.72,-41.8%,133,6904.55,2763.04,2001.07,5511.14
Enhanced Ward Console,15786145.25,-4.7%,113,15396987.68,16077089.46,12222422.68,16749778.15
Impetus Console,11920.58,+25.8%,101,22200.71,12978.59,11913.68,13485.65
Intact Armor Plates,22260067.06,-14.6%,104,22633466.06,21555597.67,18890002.22,24156028.07
Intact Shield Emitter,592229.67,-29.1%,82,670046.57,526919.18,129673.21,635324.59
Interface Circuit,117352.96,+49.9%,650,105234.24,130438.73,67535.86,62130.38
Logic Circuit,254043.84,+11.4%,822,224885.21,245808.14,115796.61,170388.07
Lorentz Fluid,2314.50,-78.4%,98,6572.60,28.73,4206.64,6678.22
Micro Circuit,7454.84,+45.6%,569,7071.52,9585.74,5252.57,8227.90
Nanite Compound,90663.84,-98.3%,158,97015.86,1300.12,14202.80,46360.12
Power Circuit,1987430.07,-16.4%,1001,1917032.98,1916598.44,1698114.62,1493490.70
Power Conduit,26923.06,+339.9%,1108,26014.54,49430.76,25740.68,20655.99
Single-crystal Superalloy I-beam,5142830.22,+41.9%,145,5914379.81,5583507.13,5746374.76,5958040.90
Telemetry Processor,29933.73,-92.2%,35,49370.38,2481.26,22004.07,47123.64
Trigger Unit,225432.12,-68.4%,216,273498.16,6408.51,12900.01,35988.55
,,,,,,,
Ice Products,,,,,,,
Helium Isotopes,347.00,-2.1%,11818334,349.64,340.60,340.08,317.05
Hydrogen Isotopes,322.13,+2.4%,123716145,328.03,316.49,344.79,345.75
Nitrogen Isotopes,352.27,-6.3%,20341678,343.83,365.79,398.95,311.37
Oxygen Isotopes,333.45,+0.2%,24616578,332.74,336.54,400.92,321.14
Heavy Water,23.31,-6.0%,18877304,22.86,23.01,69.08,20.75
Liquid Ozone,244.50,-31.9%,24374224,242.05,248.95,408.72,220.40
Strontium Clathrates,437.63,-4.0%,1749205,382.10,491.87,364.14,373.13
,,,,,,,
Starbase Fuel,,,,,,,
Coolant,4901.65,+15.0%,1322751,5679.04,4621.70,3654.77,4173.79
Enriched Uranium,13698.38,-16.1%,652362,13405.06,14634.08,15257.26,15286.00
Mechanical Parts,3115.60,-16.3%,1508330,3146.52,2922.98,3459.60,3473.34
Oxygen,241.52,-10.5%,4529957,260.32,214.48,208.52,309.47
Robotics,12408.94,+36.6%,404544,12715.43,11431.75,15605.95,12900.63
,,,,,,,
Datacores,,,,,,,
Datacore - Amarrian Starship Engineering,169395.87,+18.1%,904,159658.32,194429.16,203073.44,160476.74
Datacore - Caldari Starship Engineering,150494.56,+18.4%,1131,148071.23,158934.87,246966.77,112099.76
Datacore - Electromagnetic Physics,84324.44,+18.6%,1044,91509.85,96511.86,197056.74,67504.10
Datacore - Electronic Engineering,245657.87,+1.8%,4367,257106.76,236027.43,223128.38,237310.95
Datacore - Gallentean Starship Engineering,150001.58,+17.2%,1950,147750.87,163612.23,144020.45,162545.54
Datacore - Graviton Physics,111310.77,+7.9%,418,115318.88,119609.62,268905.43,91198.99
Datacore - High Energy Physics,139207.94,+0.6%,2719,186074.74,133099.24,186459.73,174039.36
Datacore - Hydromagnetic Physics,297234.29,+3.2%,3224,338968.29,272826.17,300652.15,267741.55
Datacore - Laser Physics,144738.73,+89.8%,1227,143399.94,158008.39,238436.48,117713.35
Datacore - Mechanical Engineering,317923.45,+13.8%,40279,347127.30,294804.73,292147.99,360586.47
Datacore - Minmatar Starship Engineering,347676.26,-8.5%,11359,386064.97,317809.62,387574.43,360174.44
Datacore - Molecular Engineering,242215.89,+7.3%,2392,235056.76,246166.32,410563.38,192054.75
Datacore - Nanite Engineering,192529.02,+3.8%,7771,184156.61,222111.20,172067.57,154465.58
Datacore - Nuclear Physics,250538.43,-2.2%,3364,290546.62,238316.60,335662.63,303729.27
Datacore - Plasma Physics,160545.39,+40.1%,720,158692.69,171172.05,764516.13,154492.54
Datacore - Quantum Physics,391579.37,+3.2%,1236,387477.78,398946.40,334930.04,334355.30
Datacore - Rocket Science,175055.05,+6.8%,1985,179381.15,178337.21,191288.15,152267.57
,,,,,,,
Decryptors,,,,,,,
Advanced Theories,10278583.25,+3.6%,116,9873304.29,10777388.11,8103127.37,12180424.45
Assembly Instructions,28572178.50,-3.8%,14,28808461.77,30666888.51,21187499.75,27808512.37
Calibration Data,4009887.81,-1.9%,299,4115627.08,3925168.99,4412979.17,4588285.51
Circuitry Schematics,5199732.62,-4.4%,196,5626452.17,4940708.26,4453345.83,5398878.61
Circular Logic,842333.20,+78.1%,18,843857.03,1950071.42,3075000.00,816396.18
